corpus_id,query_id,score,original_query,document_text,synthetic_query,assigned_task_type
c:vabb:376397,4102,1,Kan de auditverwachtingskloof gedicht worden?,"Het publiek wijst de commissaris vaak met de vinger wanneer de auditor niet afdoend heeft gewaarschuwd voor het faillissement van een gecontroleerd bedrijf of bepaalde frauduleuze praktijken niet heeft opgemerkt. Naar aanleiding van diverse boekhoudschandalen rezen er vragen bij de geleverde auditkwaliteit en kreeg het fenomeen van de auditverwachtingskloof ('expectation gap') alle aandacht. De auditverwachtingskloof gaapt tussen wat de gebruikers van de financiële overzichten van de wettelijke auditor verwachten en hetgeen de wettelijke auditor daadwerkelijk tot doel heeft en kan verwezenlijken (International Auditing and Assurance Standards Board [IAASB], 2011).  
Op het dichten van die auditverwachtingskloof hebben al vele betrokkenen partijen hun tanden stuk gebeten, en voortdurend zien nog nieuwe initiatieven en pogingen het daglicht. Zo heeft de financiële crisis vanaf 2007, met de weer ter discussie gestelde rol en verantwoordelijkheden van auditors daarbij, de Europese Commissie ertoe aangezet om op 13 oktober 2010 een Groenboek (European Commission, 2010) te publiceren. Hierin worden verschillende aspecten omtrent het auditberoep uitgebreid onder de loep genomen, onder andere het verkleinen van de auditverwachtingskloof. Ook de IAASB publiceerde in 2011 een consultatiepaper met voorstellen ter verbetering van het controleverslag van de auditor, gevolgd door rondetafelgesprekken hieromtrent in 2012 in ondere andere New York en Brussel.  
Dit artikel bestudeert de auditverwachtingskloof vanuit twee invalshoeken: een literatuurstudie (inclusief een overzicht van recente initiatieven) en een eigen empirisch onderzoek. De literatuurstudie besteedt zowel aandacht aan wat onder de auditverwachtingskloof moet worden verstaan alsook welke oplossingen naar voren worden geschoven om de kloof te dichten. Via het eigen empirisch onderzoek worden op basis van een experiment twee mogelijke oplossingen geëvalueerd naar hun effectiviteit in het dichten of vernauwen van de verwachtingskloof: een aangepast (uitgebreid) controleverslag versus een auditcursus. We bestuderen hierbij hoe de percepties van gebruikers (studenten) worden beïnvloed door hen meer informatie te bezorgen over de verantwoordelijkheden en de rol van de auditor hetzij door middel van een uitgebreid controleverslag hetzij via het volgen van een auditcursus.",Kan betere informatievoorziening de auditverwachtingskloof effectief dichten?,Task_3
c:vabb:300706,1486,1,"Internationale parentale ontvoering en het belang van het tijdsverloop : noot bij Neulinger and Shuruk v. Switzerland, E.H.R.M. 6 juli 2010 (GK), nr. 41615/07","Deze noot is een korte bespreking van de zaak Neulinger and Shuruk v. Switzerland, EHRM 6 juli 2010 (GK), nr. 41615/07 betreffende een geval van internationale parentale ontvoering. De Grote Kamer onderwerpt in deze zaak ""het belang van het kind"" aan een grondig onderzoek, en komt tot het besluit dat het tijdsverloop hierbij een beslissende factor kan zijn. Dit met name wanneer het gaat over een kind dat ontvoerd wordt op zeer jonge leeftijd en vervolgens gedurende een geruime tijd bij de ontvoerende ouder verblijft. Het belang van het kind vereist in dat geval dat het kind op zijn gewone verblijfplaats kan blijven, ook al is dit bij de ontvoerende ouder.",Hoe beïnvloedt tijdsverloop het belang van het kind bij ouderontvoering?,Task_1
c:vabb:167128,275,1,Prestaties van de elektronische overheid: een inleidende verkenning,"Het relatief jonge karakter van het fenomeen e-government maakt dat er ook met het meten van de prestaties van de elektronische overheid nog maar weinig ervaring is. Zowel vanuit de praktijk als vanuit wetenschappelijke hoek is de aandacht voor het evalueren van e-government vooralsnog
zeer beperkt. Als gevolg hiervan bestaan er nauwelijks theorieën en modellen over deze thematiek. Hoewel publieke organisaties steeds meer overtuigd raken van het belang van
prestatiemetingen op vlak van e-government, zonder modellen of methodieken hebben ze geen basis bij het opzetten van zulke metingen. In deze tekst trachten we daarom om dit gebrek enigszins weg te werken. Vertrekkend vanuit een algemeen kader voor het meten van prestaties
binnen de overheid, bespreken we vervolgens een aantal e-government specifieke modellen: de eGovernment value chain, de E-government business case en het eGEP Measurement Framework. De combinatie van deze drie visies biedt alvast een goede aanzet tot het meten en evalueren van
e-government.",Welke modellen zijn er voor prestatiemetingen van e-government?,Task_2
c:vabb:330222,2472,1,Het stedelijk warmte-eiland,"Wie 's avonds van het platteland de stad in fietst heeft het ongetwijfeld wel eens gemerkt: de temperatuur in de stad is soms opvallend hoger. Dit verschil in temperatuur verwijst naar het stedelijk warmte-eiland. Aangezien vandaag de dag meer dan vijftig procent van de wereldbevolking in een stad leeft en het mondiale klimaat steeds verder opwarmt is het de hoogste tijd dit fenomeen nader te onderzoeken. Wat is het, wat zijn de gevolgen en belangrijker, wat kunnen we eraan doen? Melbourne laat zien hoe het microklimaat deel van het stedelijke planproces kan zijn.",Bevestigen studies hogere temperaturen in steden dan op het platteland?,Task_3
c:vabb:325879,2257,1,Het afschaffen van de jaarrekeningplicht voor micro-entiteiten,"Dit artikel gaat dieper in op het debat over de afschaffing
van de jaarrekeningplicht voor micro-entiteiten.
Naast een overzicht van de belangrijkste
voor- en tegenargumenten behelst dit artikel voornamelijk
een empirisch onderzoek waarin deze argumenten
worden afgetoetst bij de Belgische microentiteiten.
Hierbij wordt ook gepolst naar hun reacties
inzake de afschaffing van de jaarrekeningplicht
voor micro-entiteiten. Een onderzoek bij Belgische
micro-entiteiten loont de moeite. Onderzoek naar
het belang van financiële informatie van en voor micro-
entiteiten is vooralsnog zeer beperkt tot onbestaande.",Wat zijn de argumenten voor en tegen afschaffing jaarrekeningplicht micro-entiteiten?,Task_1
c:vabb:165774,235,1,"Werknemersinspraak in kleine bedrijven, instellingen en vestigingen. Een enquête bij ACV-leden naar praktijken en verwachtingen. Samenvatting en conclusies","Dit is de samenvatting van een studie uitgevoerd in opdracht van het ACV en kadert binnen hun KMO-campagne, waarover u meer kan lezen op de website van deze vakbond (www.acv-online.be).",Informatie over studies door vakbonden betreffende MKB-beleid.,Task_2
c:vabb:510312,7731,1,Echtscheiding door onderlinge toestemming anno 2020,De echtscheiding door onderlinge toestemming in het licht van de gewijzigde wetgeving,Hoe beïnvloeden nieuwe wetten echtscheidingen met wederzijdse instemming?,Task_3
c:vabb:384768,4471,1,Practiques des CPAS en matière d'intégration sociale des usagers d'origine ou de nationalié étrangères - une étude exploratoire,"De samenleving ondergaat voortdurend veranderingen. Eén daarvan is de groeiende diversiteit, een 'verkleuring' van de maatschappij. Deze toenemende verscheidenheid vertaalt zich in verschillende geledingen van de maatschappij. Ook de armoede wordt meer divers en de entnisch-culturele herkomst van personen die beroep doen op het OCMW wordt gaandeweg meer heterogeen. Hoewel integratie en inburgering bevoegdheden zijn die niet tot de federale materie behoren, zijn de OCMW's wel meer en meer een actieve partner die een niet te verwaarlozen rol speelt in de maatschappelijke integratie van nieuwkomers en al langer aanwezige personen met een migratieachtergrond. Dit hoofdstuk is een verslag van een onderzoek naar de insdpanningen die OCMW's leveren met betrekking tot ""de maatschappelijke integratie van cliÃ«nten met een buitenlandse herkomst of nationaliteit"".",Hoe bevorderen sociale diensten de integratie van personen met migratieachtergrond?,Task_1
c:vabb:428496,5921,1,"Schoolboeken, externe boekenfondsen en het overheidsopdrachtenrechtrecht : een verkenning","In deze bijdrage gaat de auteur kort in op de wetgeving overheidsopdrachten en de aankoop van schoolboeken door, respectievelijk voor de leerlingen. Daarbij wordt onder meer aandacht besteed aan het gebruik van externe boekenfondsen. Dans cet article, l'auteur examine brièvement l'achat des livres scolaires à la lumière de la législation relatives aux marchés publiques.",Welke regels gelden voor de inkoop van schoolboeken met externe middelen?,Task_2
c:vabb:344236,3186,1,Vergoedingsrekeningen in het licht van de actuele rechtspraak van het Hof van Cassatie,In deze bijdrage wordt de recente cassatierechtspraak inzake de vergoedingsrekeningen in het wettelijk stelsel geanalyseerd en geëvalueerd.,Heeft recente rechtspraak de interpretatie van vergoedingsrekeningen in het wettelijk stelsel beïnvloed?,Task_3
c:vabb:326508,2381,1,"""Berusting en afstand van geding""",een korte bespreking van het onderscheid tussen berusten in een beslissing en afstand doen van geding,Verschil tussen acceptatie rechterlijke beslissing en intrekken van een zaak?,Task_1
c:vabb:421784,5775,1,Netwerkversterkend werken in de jeugdhulp: Wat vinden begeleiders en gezinnen?,Het Decreet Integrale Jeugdhulp stelt vermaatschappelijking van zorg voorop. De inzet van niet-professionele netwerken van cliënten is een belangrijke hefboom. Daarom zetten enkele jeugdhulporganisaties een innovatief project op rond netwerkversterkend werken. De deelnemende voorzieningen rapporteerden hoe hun begeleiders daarmee omgingen. Odisee hogeschool zocht uit hoe jongeren en gezinnen zo’n netwerkversterking ervaren.,Ervaringen van cliënten met netwerkondersteuning binnen jeugdhulpverlening onderzocht.,Task_2
c:vabb:405971,5363,1,Preventie morgen. Bouwstenen voor een goede praktijk,"Wie rond preventie werkt, wordt geconfronteerd met nieuwe trends, uitdagende mogelijkheden en weerbarstige knelpunten. Over het muurtje kijken en expertise bijtanken kan dan helpen om de juiste beslissingen te nemen. In dit boek delen auteurs hun kennis en ervaring vanuit meerdere sectoren. Er komen bijdragen aan bod vanuit de welzijnssector, de gezondheidszorg, de onderwijssector, de bijzondere jeugdzorg, de drugshulpverlening, het stedelijk lokaal beleid, opvoedingsondersteuning en de criminologie. Zowel praktijkwerkers, beleidsactoren en wetenschappers belichten en ontrafelen boeiende, levende thema's over preventie. Van emancipatorische tot evidencebased preventie, van de probleemanalyse tot de implementatie van preventie, van het risico op overdaad aan preventie tot de zoektocht naar proportionele preventie. Kortom, een rijk gevuld boek voor ieder die van ver of dichtbij met preventie te maken krijgt.",Welke actuele uitdagingen en ontwikkelingen kenmerken preventie over sectoren heen?,Task_3
c:vabb:438704,6211,1,Burgerrechtelijke beginselen erfpacht en opstal,"De burgerrechtelijk beginselen van erfpacht en opstal zijn niet altijd even duidelijk. Ogenschijnlijk
            zijn deze rechten sterk modaliseerbaar. De vraag rijst echter naar de grenzen en de contouren van deze zakelijke
            rechten.",Welke grenzen gelden voor de modaliseerbaarheid van zakelijke rechten?,Task_1
c:vabb:300578,1483,1,Het verbod op short selling : Belgische reglementering en Europese ontwikkelingen,"Eerst worden de concepten naked en covered short selling gedefinieerd, waarna hun impact op de vereffening, marktliquiditeit en het prijsvormingsmechanisme wordt onderzocht. De Belgische noodmaatregelen m.b.t. short selling, die werden ingevoerd door het KB van 23 september 2008, worden vervolgens in detail geanalyseerd. Daarna wordt nader ingegaan op het door CESR voorgestelde model houdende een pan-Europees stelstel voor de bekendmaking van nettoshortposities. De huidige Belgische noodmaatregelen worden tot slot afgetoetst aan het model van CESR.","Uitleg short selling, marktimpact en vergelijking van reguleringsmodellen.",Task_2
c:vabb:342127,3104,1,Werkende en plaatsvervangende rechters gelijk voor de wet,"Commentaar bij het arrest nr. 146/2012 van het Grondwettelijk Hof over de mogelijke discriminatie die voortvloeit uit het feit dat een plaatsvervangd rechter geen examen beroepsbekwaamheid heeft afgelegd en minder juridische ervaring moet hebben dan zijn collega ""werkend"" rechter.",Veroorzaken verschillende kwalificaties voor rechters ongelijke behandeling?,Task_3
c:vabb:434747,6036,1,Over het verband tussen de moderne wijsbegeerte en wetenschappelijke pedagogiek,"In dit hoofdstuk ga ik in op hoe sommige ontwikkelingen in de wijsbegeerte van de moderniteit bepalend zijn geweest voor hoe we vandaag denken over wat waarheid, kennis en zekerheid  zijn, over wat goed wetenschappelijk onderzoek is, en wat overeenkomstig dan een goede onderzoeker genoemd kan worden. Achtereenvolgens ga ik kort, noodgedwongen selectief, en zonder al te veel filosofische techniciteit, in op een paar hoofdlijnen van de filosofie van Descartes (rationalisme), Hume (empirisme) en Kant (idealisme).  Ik richt de aandacht zoveel als mogelijk meteen op de betekenis van deze denkers (en de ‘-ismes’ waarvoor ze in de geschiedenis van de filosofie zijn komen te staan) voor ons hedendaags verstaan van wetenschap en, in het bijzonder, van wetenschappelijke pedagogiek.",Hoe beïnvloeden moderne filosofische stromingen ons begrip van wetenschap en pedagogiek?,Task_1
c:vabb:395632,5058,1,Benjamin Constant. Ontdekker van de moderne vrijheid,"In 1806 analyseerde de Zwitsers-Franse politicus, filosoof en essayist Benjamin Constant (1767-1830) de moderne samenleving in zijn bekende boek Principes de politique. Uit dit klassiek geworden werk spreekt Constant’s ambivalentie en gevoel van nuance en subtiliteit. De “moderne” individuele vrijheid en de daarmee samenhangende primauteit van de individuele persoon met zijn privéwereld lijken Constant zo essentieel dat hij deze nieuwe wereld principieel kadert als het ”tijdperk van de individuen. Dit betekent volgens Constant echter niet dat de politieke vrijheid geheel en al overboord moet gegooid worden: wie de politieke vrijheid loochent, loopt het risico om ook zijn individuele vrijheid kwijt te raken. Waarom zouden de machtshebbers zich immers beperken tot het publieke leven en deze individuele vrijheid respecteren? In Benjamin Constant. Uitvinder van de moderne vrijheid komen de verschillende onderwerpen waarmee Constant worstelde aan bod. Constant is de eerste auteur die in Frankrijk de theoretische consequenties uit de revolutionaire ervaring trekt. Op het denken van Rousseau voortbouwend en geïnspireerd door Montesquieu, waarschuwt Constant voor de mogelijke valkuilen en misbruiken van een fundamenteel positief te waarderen principe. Dat de bron van de macht legitiem is (Rousseau’s idee van volkssoevereiniteit) biedt geen garantie tegen misbruiken, wat bij Constant leidt tot de juridische vorming van een terrein waarop de openbare macht geen enkele bevoegdheid kan uitoefenen. Dat de Modernen de individuele vrijheid koesteren vormt voor Constant echter ook een reden tot bezorgdheid en stof tot nadenken: het ontbreken van enthousiasme, pattriotisme en moed is niet iets waar de samenleving zich op mag beroemen. De nieuw verworven vrijheid moet in evenwicht gebracht worden met de zorg om de openbare zaak.",Hoe kan individuele vrijheid in balans worden gebracht met openbaar belang?,Task_2
c:vabb:368091,3685,1,Pensioenrendement vergeleken,"Er is een sluipende consensus gegroeid dat de tweede en derde pijler een onvervangbare plaats hebben verworven in de pensioenopbouw. Promotoren van de tweede en derde pensioenpijler (op basis van kapitalisatie) schermen met het geringere rendement van de premies voor de eerste pijler (op basis van repartitie). Een particuliere verzekering zou een hogere opbrengst hebben dan een optrekking van de bijdrage voor de eerste pijler. ‘Is dit correct?’, is de vraag die het ACV zich stelt. En indien niet, wat is de implicatie voor de aan de gang zijnde discussie over de pensioenopbouw in België?",Is private pensioenopbouw rendabeler dan verhoging publieke pensioenbijdrage?,Task_3
c:vabb:415528,5532,1,Onbehandelbare meisjes? De benadering van Roma-meisjes voor een MOF verschenen voor de jeugdrechtbank.,"Roma-meisjes vertegenwoordigen slechts een kleine minderheid binnen de Belgische
         jeugdrechtbankpopulatie. Omdat zij een aantal specifieke en opvallende kenmerken vertonen, wekken zij toch de aandacht
         als aparte groep. In dit artikel bekijken we deze groep meisjes nader aan de hand van twee dossierstudies op
         verschillende Belgische jeugdrechtbanken. Uit de dossiers blijkt dat zij als moeilijk benaderbaar en moeilijk
         behandelbaar gepercipieerd worden door jeugdrechters en andere betrokken actoren. Het moeilijk benaderbaar zijn wordt
         vooral gerelateerd aan het moeizame contact met de relatief gesloten gemeenschappen, wat resulteert in een gebrek aan
         informatie over de identiteit, leeftijd en sociale context van het meisje. Het moeilijk behandelbaar zijn wordt dan weer
         vooral gelinkt aan de taalbarrière, het gebrek aan invraagstelling van eigendomsdelicten en de gepercipieerde negatieve
         invloed van de familie / gemeenschap. Deze factoren worden als belangrijke obstakels gezien die een nuttige interventie
         verhinderen. Het gevolg hiervan is een voorspelbare, tweesporige reactie vanuit de jeugdrechtbank (geen reactie of
         opsluiting). In deze bijdrage stellen we deze vermeende onbehandelbaarheid ter discussie en reflecteren we over mogelijke
         meer adequate reacties vanuit de jeugdbescherming.",Hoe kan jeugdbescherming effectiever omgaan met meisjes uit gesloten gemeenschappen?,Task_1
c:vabb:341960,3048,1,Terrorisme,Analyse van delict terrorism in Belgisch strafrecht,Wat omvat de analyse van terrorisme als misdrijf in het strafrecht?,Task_2
c:vabb:455938,6473,1,Latijnse morfologie,"Latijnse morfologie bevat een volledige bespreking van de verbuigingen en vervoegingen van het klassieke Latijn. Ook talrijke relevante uitzonderingen en bijzonderheden die in vele schoolboeken onvermeld blijven, komen aan bod. Bijzondere aandacht wordt besteed aan de ontwikkelingen in het postklassieke Latijn. 
Met een heldere opmaak en overzichtelijke tabellen is Latijnse morfologie een onmisbaar naslagwerk voor iedereen die met Latijnse teksten bezig is: docenten Latijn op alle niveaus, historici en andere onderzoekers, en geïnteresseerde lezers.",Latijnse morfologische uitzonderingen en postklassieke ontwikkelingen worden vaak genegeerd.,Task_3
c:vabb:467964,6765,1,Travel Agents and Agencies,"Encyclopedisch artikel over de distributie van toerisme produkten, de diverse distributiekanalen, de disintermediation en reintermediaton processen in de toerisme sector en de toegevoegde waarde van reisagenten","Hoe beïnvloeden disintermediatie, reintermediatie en reisagenten toerisme distributiekanalen?",Task_1
c:vabb:447289,6371,1,Daar bij Groot Cueteghem: een rurale nederzetting uit de vroege en volle middeleeuwen te Hove,"Debruyne S., Annaert R., Clerbaut T., Haneca K. & Lentacker A. 2015: 'Daar bij Groot Cueteghem. Een rurale nederzetting uit de vroege en volle middeleeuwen te Hove', in: Relicta. Archeologie, Monumenten- en Landschapsonderzoek in Vlaanderen, volume 14, pp. 205-286, Brussel, 2015.
ISSN 1783 6425",Uitleg over rurale nederzettingen uit de vroege en volle middeleeuwen,Task_2
c:vabb:80787,8897,1,De relatie bevolking-politie: de glazen bol van Christian Eliaerts,De relatie bevolking - politie: de glazen bol en kaarten van Christian Eliaerts,Voorspellende modellen relevantie voor analyse bevolking-politie interacties.,Task_3
c:vabb:497075,7464,1,Rethinking biases : een meerstemmig gesprek over postkoloniale blinde vlekken in cinema,"Waarom is het tegenwoordig nog moeilijk om twee lichamen met verschillende huidskleur samen vast te leggen? Waarom ervaren zwarte performers zoveel problemen met make-up en lichtinval op filmsets? Hoe is het mogelijk dat projecten van filmmakers zonder strikt Belgische achtergrond vaak maar moeilijk financiële steun genieten? Het zijn enkele van de blinde vlekken in het filmmaken die PRISM (2020) blootlegt. Drie filmmaaksters met een verschillende huidskleur, An van. Dienderen, Rosine Mbakam en Eléonore Yameogo werken samen met producent Natalie Gielen rond het ‘dekoloniseren van de cinematografie’. Hun filmproject, PRISM, is een cocreatief gesamtkunstwerk dat uitgaat van het idee dat het filmisch medium de witte huid op technologisch en ideologisch vlak bevoordeelt ten opzichte van donkere huidtypes.",Hoe bevoordeelt de filmindustrie de witte huid technologisch en ideologisch?,Task_2
c:vabb:342491,3136,1,De veelvoudige uitdrukking van Gadda’s lijden. Een (filosofische) leerschool,"Via recensie van de vertaling door Frans Denissen van De leerschool van het lijden van Carlo Emilio Gadda een filosofische beschouwing over vertaling, meertaligheid en de verschillende (literaire) uitdrukkingswijzen van een meervoudig denken. Tegelijk buigt het artikel zich over de spinoziaanse en/of leibniziaanse filosofie van Gadda, alsook over een interpretatie van de roman La cognizione del dolore waarbij deze gesitueerd wordt in het oeuvre van Gadda en in het historisch tijdsgewricht waarin de roman - overigens over meerdere decennia - tot stand kwam.",Beïnvloedt meertaligheid de literaire expressie van complexe gedachten?,Task_3
c:vabb:493420,7303,1,“Duurzaam beleggen: de motor van de 21ste-eeuwse economie?”,“Duurzaam beleggen: de motor van de 21ste-eeuwse economie?”,Wat is de rol van duurzaam beleggen in de moderne economie?,Task_1
c:vabb:324693,2190,1,La première décision de la Cour de Justice sur le droit de suite,Deze tekst behandelt een arrest van het Hof van Justitie inzake het volgrecht met verwijzingen naar het erfrecht.,Uitleg over de koppeling tussen volgrecht en erfrecht in arresten.,Task_2
c:vabb:305580,1857,1,De hofnar en de kanarie onderweg. Leeftijdsbewust personeelsbeleid.,"De mantra van de vergrijzing is ondertussen welgekend. Steeds minder mensen op de arbeidsmarkt moeten zorgen voor steeds meer mensen op rust. Op die arbeidsmarkt wordt de groep 50+ bovendien steeds groter.

In dit themaboek kiezen we niet voor de klaagzang, maar voor het positieve lied. Niet om de problemen te minimaliseren, wel om te vertrekken van de krachten van 50+ers. Want die zijn er ondubbelzinnig. Waar zestig jaar geleden mannen gemiddeld stierven op 65, beginnen 65+ers nu met zeilen of een cursus Spaans. Daarom is onze stelling in dit boek dan ook dat dé uitdaging voor de arbeidsmarkt niet de vergrijzing is, maar de ontgrijzing!",Is vergrijzing daadwerkelijk de grootste uitdaging voor de arbeidsmarkt?,Task_3
c:vabb:325696,2233,1,Beslissingen aan het levenseinde en de rol van verpleegkundigen. In: Palliatieve zorg door verpleegkundigen.,De zorg voor ongeneeslijk zieke patiënten plaatst zorgverleners vaak voor ingrijpende beslissingen aan het levenseinde. Verpleegkundigen spelen een belangrijke rol in de besluitvorming en de uitvoering onder verantwoordelijkheid van een arts. We belichten kort de verschillende typen van beslissingen en hun regelgeving en bespreken enkele aandachtspunten met betrekking tot de rol van de verpleegkundigen bij deze beslissingen.,Wat is de rol van verpleegkundigen bij levenseinde beslissingen en regelgeving?,Task_1
c:vabb:336823,2639,1,Zijn de Gentse wegen klaar voor de bakfiets?: onderzoek UGent naar gevolgen van opkomst van fietsvarianten voor infrastructuur,"In Vlaanderen en Brussel is er een enorm potentieel aan extra fietsverplaatsingen want zelfs voor korte verplaatsingen stappen veel mensen nog in de auto. Maar in steeds meer steden krijgen fietsers en het openbaar vervoer meer ruimte dan de auto. In  de geleidelijke modal shift die bezig is, kunnen fietsvarianten als de bakfiets of de ligfiets een belangrijke rol spelen. Maar het fietsnetwerk en de fietsinfrastructuur is vaak (nog) niet aangepast aan dit nieuwe type voertuigen, zo blijkt uit een onderzoek van UGent.",Hoe beïnvloeden nieuwe fietssoorten de eisen aan fietsinfrastructuur?,Task_2
c:vabb:514529,8021,1,Freud over manie en melancholie,"In deze bijdrage bespreken we Freuds theorievorming over de manie. Daar
deze zich steeds in de context van zijn beschouwingen over de melancholie afspeelt, volgen
we het parcours van zijn denken over melancholie en manie doorheen zijn oeuvre. We staan
eerst stil bij de vroege, eerder fragmentarische theorievorming in de brieven en
manuscripten, waar de melancholie en de manie occasioneel aan bod komen zonder echter
een solide conceptuele vorm te krijgen. Freud concludeert in 1910 dat het psychoanalytisch
begrip van zowel de melancholie als de manie nog maar weinig gevorderd is. Voor een
theorie over melancholie en manie is het wachten op Rouw en melancholie. Freud vat er de
melancholie op als een reactie op objectverlies – al is niet zo duidelijk wat er precies
verloren is – en tegelijk een identificatie met dit verloren object, wat Freud aanduidt met de
formule dat “de schaduw van het object op het Ik” gevallen is. De manie wordt er opgevat
als triomf, waarover is nog niet zo duidelijk. In Massapsychologie en Ik-analyse
verbijzondert Freud zijn eerdere redenering. Het in de melancholie verwijtende deel wordt
gespecificeerd als het Ik-Ideaal, en dit is nu ook waarover in de manie getriomfeerd wordt.
Na de ontwikkeling van de notie van de doodsdrift verandert het Ik-Ideaal, nu Boven-Ik,
van karakter: het wordt driftiger en wreedaardiger. Dit werpt een nieuw licht op de
melancholie, maar wordt door Freud niet verder toegepast op de manie. Over de manie
doorheen Freuds parcours concluderen we dat deze aan bod komt in zowat elke theoretische
wending, daarbij echter vooral theorie blijft en deze theorie ook telkens op haar limieten
wijst.",Wordt melancholie in psychoanalyse veroorzaakt door objectverlies en identificatie?,Task_3
