query_id,score,corpus_id,original_query,document_text,synthetic_query,assigned_task_type
137246,1,137246,Raamcontract voor de levering van duurzame kantoormaterialen,Raamcontract voor de levering van duurzame kantoormaterialen,Aanbestedingen voor duurzame kantoorbenodigdheden via een raamovereenkomst zoeken.,Task_1
70006,1,70006,ZEESCHELDE R.O. TE ANTWERPEN Herinrichting Scheldekaaien. Uitvoeringsfase. Stabilisatie kaaimuur Nieuw Zuid. D’ Herbouvillekaai. Kanaal Der Krijgsgronden tot Caisson 15,"De werken omvatten in hoofdzaak:- Het aanbrengen van bodembescherming voor de bestaande kaaimuur;- Het plaatsen van een diepwand achter de bestaande kaaimuur;- Het uitbreken van de bestaande bevloering (incl. oude treinsporen, kasseien) waarbij deze behouden dienen te worden ter recuperatie bij de afwerking.- Het ontgraven achter de bestaande kaaimuur, ter ontlasting van de historische kaaimuur;- Het uitvoeren en onder voorspanning plaatsen van ankers ter verankering van de diepwand;- Gedeeltelijke afbraak van de bestaande kaaimuur tot op een bepaalde hoogte. Het voorvlak en de deksteen van de kaaimuur in natuursteen, worden omzichtig afgebroken met als doel de parementsteen te hergebruiken als afwerking van de kesp. Ook de bestaande bolders worden voorzichtig uitgebroken met als doel ook deze te hergebruiken;- Gedeeltelijke afbraak van de zijmuren en de dakplaat van het Kanaal Der Krijgsgronden en het plaatsen van nieuwe kokers, deze aansluiten de bestaande constructie enerzijds, en voorzien van terugslagkleppen aan Scheldezijde anderzijds;- Heropbouw van de kesp + parement, bovenop de historische kaaimuur. Daarbij dient het historische uitzicht gereconstrueerd te worden. Dit gebeurt door een combinatie van structuurbeton, plaatsen van gerecupereerde natuursteen (parement) en het (her)plaatsen van al dan niet nieuwe dekstenen in Belgische blauwe hardsteen;- Het verder uitgraven achter de bestaande kaaimuur tot op de definitieve ontgravingsdiepte;- Het aanbrengen van de bodembescherming in de ontlastingsruimte;- Bouw van een dakplaat boven de ontlastingsruimte;- Het voorzien van de uitwaterings- en ontluchtingsopeningen doorheen de bestaande kaaimuur;- Het plaatsen van een nieuwe combiwand, welke aansluiting maakt op een bestaande combiwand en welke aansluit op een nieuwe diepwand;- Het terugplaatsen van de kasseiverharding;- Het plaatsen van ladders, wrijfhouten, kooiladders, peilplaten, deksels, …",Welke werkzaamheden omvat de renovatie van een kaaimuur met diepwandconstructies?,Task_2
136820,1,136820,District 4 : Dender & Moervaart. Groenonderhoud. Raamovereenkomst.,Deze diensten hebben betrekking op het uitvoeren van groenonderhoud in district 4: Dender & Moervaart.,Zijn er aanbestedingen voor groenonderhoud in specifieke districten?,Task_3
64343,1,64343,Raamovereenkomst leveren en aanbrengen speel- en sporttoestellen,"De opdracht bestaat uit:— het leveren en plaatsen van speel- en sporttoestellen en speelaanleidingen,— het leveren en aanbrengen van valondergronden,— het in voorkomende gevallen uitvoeren van ontwerp- en participatiewerkzaamheden,— het in voorkomende gevallen uitvoeren van bijkomende kleinschalige werkzaamheden zoals grondwerk, straatwerk, groenwerkzaamheden welke een directe relatie hebben met het aanbrengen van de toestellen en of valondergronden.",Aanbesteding voor levering en installatie van speel- en sportvoorzieningen met valondergronden.,Task_1
96956,1,96956,10100030623 NCSC transitie adviseur,Klantorganisatie NCSC wenst een transitie adviseur in te huren.,Welke organisatie zoekt een externe transitie adviseur?,Task_2
113950,1,113950,Inkoop Waterstof CV-ketels,"Het werk bestaat in hoofdzaak uit:— het leveren en installeren van Waterstof CV-ketels,— een onderhoudsdienstverlening gedurende twee jaar na installatie van de CV-ketels.",Aanbestedingen: waterstofverwarming inclusief installatie en meerjarig onderhoud?,Task_3
47993,1,47993,Jeugdhulp 2018-2021 'Sterke partners voor de jeugd'.,"De opgave van deze opdracht is om jeugdhulp zo in te richten dat er een basis wordt gelegd voor een integraal stelsel van jeugdhulp en ondersteuning. Concreet willen we bereiken dat de jeugdhulp uitgaat van de oplossing die cliënt nodig heeft in plaats van de producten die we in het huidige systeem van jeugdhulp kennen. We willen de slag maken van aanbodgericht naar vraaggericht, waarin het voor de cliënt mogelijk is om een passende ondersteuner en ondersteuning te kiezen. De cliënt moet centraal staan. Hiermee beogen we dat er een stelsel ontstaat dat een samenhangende, duurzame oplossing voor iedere cliënt biedt in de context van zijn sociale omgeving. Lokale herkenbaarheid, goede bereikbaarheid en continuïteit in de jeugdhulp en ondersteuning dragen hieraan bij.","Hoe jeugdhulp transformeren naar vraaggerichte, integrale ondersteuning voor cliënten?",Task_1
13897,1,13897,Raamovereenkomst voor inhuren ICT profielen en projecten.,"Het voorwerp van de raamovereenkomst betreft het ter beschikking stellen van ervaren en bekwame profielen (natuurlijke personen), die door de opdrachtnemer technisch en methodologisch ondersteund worden, evenals het uitvoeren van projecten. Voor de projecten worden in de voorwaarden van de opdracht een uitvoeringstermijn bepaald, evenals de financiële voorwaarden, en een concreet op verantwoordelijkheid van de opdrachtnemer te verwezenlijken resultaat.",Wat omvat een aanbesteding voor deskundig personeel en projectuitvoering?,Task_2
54381,1,54381,Openbare Europese aanbesteding reprodienstverlening,Huur van multifunctionals incl. verbruiksmaterialen + service en onderhoud voor de multifunctionals.,Complete huur van multifunctionals inclusief verbruiksmaterialen en onderhoud is beschikbaar.,Task_3
128525,1,128525,Verhuisdiensten.,Het onderwerp van de aanbesteding is verhuisdiensten. Het betreft verhuisdiensten binnen gebouwen en tussen gebouwen van Tilburg University.,Zoek aanbestedingen voor verhuisdiensten binnen en tussen gebouwen.,Task_1
22452,1,22452,Gemeente Leusden — overeenkomst levering en plaatsing ondergrondse afvalcontainers.,Er is in februari 2016 goedkeuring verleend door de raad aan het nieuwe grondstoffenplan 2016-2020 waardoor er een vervanging en uitbreiding van ondergrondse containers noodzakelijk is geworden.De opdrachtgever wenst voor de duur van zes (6) jaar een overeenkomst af te sluiten met een (1) professionele en betrouwbare ondernemer ten behoeve van de uitvoering van de levering en de dienst.,Waarom is vervanging ondergrondse afvalcontainers nodig?,Task_2
51288,1,51288,Communicatiecampagne.,De aanbesteding betreft een landelijke communicatiecampagne voor de waterschapsverkiezingen in maart 2019. De opdrachtnemer dient in co-creatie met de Unie van Waterschappen een online en offline campagnestrategie op te zetten en uit te voeren. Een deel van de uitvoering vindt regionaal plaats door de afzonderlijke waterschappen waarbij de landelijke communicatiestrategie het uitgangspunt is. In de voorbereidingsfase is daarom veel aandacht nodig voor het proces: hoe zorgen we er voor dat zoveel mogelijk waterschappen gebruikmaken van de landelijke campagne?,Is de adoptie van landelijke campagnes door regionale partijen een uitdaging?,Task_3
109767,1,109767,Receptie- en beveiligingsdiensten,De gemeenten verwachten van inschrijver dat deze bereid en in staat is de hieronder nader omschreven hospitality diensten en receptie- en beveiligingsdiensten volgens het bijgevoegde programma van eisen gedurende de volledige looptijd van de Raamovereenkomst te kunnen leveren. Welke diensten daadwerkelijk en in welke omvang worden afgenomen kan per gemeente en gemeentelijke locatie verschillen,"Welke aanbestedingen bieden hospitality, receptie en beveiligingsdiensten aan?",Task_1
129591,1,129591,Levering 6 breedspoortractoren.,Levering van 6 breedspoortractoren met aanbouw. Het waterschap ruilt diverse tractoren en aanbouwen hier op in.,Welke aanbestedingen omvatten de aanschaf van gespecialiseerde tractoren met inruilmogelijkheden?,Task_2
80391,1,80391,Brandverzekering,"Het doel van deze aanbesteding is te komen tot een Overeenkomst met één of meerdere Opdrachtnemer(s) als leider en eventueel meerdere Opdrachtnemers als volgers ter aanvulling voor het verlenen van Diensten overeenkomstig de brandverzekering aan Provincie Gelderland. De Overeenkomst heeft een duur van drie jaar, met de optie tot verlenging met éénmaal een periode van één jaar. Deze Opdracht wordt gegund aan de Inschrijver die de economisch meest voordelige Inschrijving heeft uitgebracht. Door middel van deze aanbesteding wenst Provincie Gelderland te realiseren dat bij een behoefte om aanspraak te moeten maken op de brandverzekering, deze behoefte op een rechtmatige, snelle en effiiciënte wijze door de Opdrachtnemer ingevuld wordt.",Bevestigen aanbestedingen langdurige contracten voor efficiënte brandverzekeringsdiensten?,Task_3
68412,1,68412,Collectieve Dienstongevallen Verzekering.,"De te sluiten verzekering dient schade te dekken in geval van:— overlijden,— blijvende invaliditeit.De te sluiten verzekering dient voor meerdere doelgroepen de risico's van een ongeval af te dekken met betrekking tot ongevallen die verzekerde overkomen tijdens politiewerkzaamheden en woon-werkverkeer. De te sluiten verzekering omvat niet het afdekken van risico's ten aanzien van beroepsziekten.","Zoek ongevallenverzekering voor politiewerk en woon-werkverkeer, dekkend overlijden en invaliditeit.",Task_1
17755,1,17755,Offerteaanvraag Aanschaf SaaS-oplossing e-HRM Applicatie.,"De opdracht bestaat uit het implementeren, beschikbaar stellen, beheren en onderhouden van een personeelsinformatie- en salarissysteem.Bij oplevering per 1.1.2018 moet het nieuwe personeelsinformatie- en salarissysteem voldoen aan de vereiste functionaliteiten zoals beschreven in hoofdstuk 3 van de offerte aanvraag.",Wat omvat een opdracht voor personeelsinformatie- en salarissysteem implementatie?,Task_2
653,1,653,Vrijwillige transparantie vooraf Eemsdelta Digitaal,"Deze aankondiging wordt enkel gebruikt om de voorgenomen procedurekeuze, zijnde het voornemen tot het sluiten van een overeenkomst met Ilionx Group B.V. vooraf bekend te stellen aan de markt teneinde belanghebbenden in de gelegenheid te stellen om eventuele bezwaren kenbaar te maken.

Gemeente Eemsdelta (aanbestedende dienst) heeft het voornemen om met leverancier Ilionx Group B.V. een onderhandelingsprocedure op te starten met doel een overeenkomst te realiseren voor het leveren en implementeren van de add-on ONEGOV op het Microsoft 365 platform. 800000",Bevestigen aanbestedingen voornemen tot onderhandse procedure voor software-implementatie?,Task_3
51347,1,51347,Functioneel beheerder,Functioneel beheerder,Waar vind ik tenders voor ondersteuning functioneel beheer?,Task_1
88144,1,88144,Verspreiding gemeentenieuws in Waalwijk,"De opdracht omvat het afsluiten van een Raamovereenkomst voor structurele advertentieruimte in een wekelijks huis-aan-huis blad (lokale krant) voor inwoners van Waalwijk. 
De advertentieruimte wordt gebruikt voor het plaatsen van het gemeentenieuws voor de inwoners van de gemeente Waalwijk. Hoeveelheid pagina's is 2 tot maximaal 6 per week.",Zoekopdracht voor structurele publicatie van gemeentelijke mededelingen in een plaatselijk medium.,Task_2
21321,1,21321,Aanvullende arbeidsongeschiktheidsverzekering.,Raamovereenkomst met één onderneming,Welke aanbestedingen betreffen een contract met een enkele leverancier?,Task_3
126404,1,126404,Schrijver Beschikkingen WMO,Alle huidige beschikkingen omzetten naar de nieuwe wet- en regelgeving (WMO),Aanbestedingen voor het omzetten van beschikkingen naar nieuwe wetgeving,Task_1
104159,1,104159,11000009842 - NFI - Test Engineer Hansken,Het NFI wenst een Test Engineer Hansken in te huren.,Aanbesteding voor inhuren test engineer met specifieke systeemkennis,Task_2
75191,1,75191,Warmtebeeldcamera's,"Warmtebeeldcamera TSWarmtebeeldcamera OvDten behoeve van de veiligheidsregio's Noord- en Oost Gelderland, IJsselland en Twente.",Welke aanbestedingen bevestigen investeringen in warmtebeeldcamera's door veiligheidsregio's?,Task_3
59039,1,59039,"Raamovereenkomst voor het leveren, plaatsen, reinigen, onderhouden en herstellen van 'slimme' papiermanden/vuilnisbakken met grote capaciteit op het openbaar domein van de stad Antwerpen.","Raamovereenkomst voor het leveren, plaatsen, reinigen, onderhouden en herstellen van 'slimme' papiermanden/vuilnisbakken met grote capaciteit op het openbaar domein van de stad Antwerpen.",Wie kan slimme afvalbakken met grote capaciteit leveren en onderhouden?,Task_1
104808,1,104808,Produceren en assembleren Onderlossende Containers (OLC's),"De aanbestedende dienst is de gemeente Rotterdam (mede namens 6 deelnemende gemeenten). Middels deze selectie leidraad nodigt de aanbestedende dienst gegadigden uit voor de aanbesteding onderlossende containers. Onderlossende containers (OLC's) worden binnen de deelnemende gemeenten gebruikt als middel om afval in te zamelen, voornamelijk in (groot)stedelijk gebied met veel hoogbouw. Per deelnemende gemeente zal er een apart perceel worden opgenomen zodat de opdrachtnemer rechtstreeks zaken doet met de deelnemende gemeente. De deelnemende gemeenten zullen echter 1 opdrachtnemer contracteren voor de alle percelen.",Informatie over aanbesteding afvalinzameling containers voor meerdere gemeenten,Task_2
96904,1,96904,"Raamovereenkomst Hydrologische advisering, modellering en detachering","Europese openbare aanbesteding Hydrologische advisering, modellering en detachering.Met deze aanbesteding beoogt Waterschap Rivierenland vier (4) primaire leveranciers te contracteren voor het verlenen van dienstverlening op gebied van hydrologische advisering, modellering en detachering. Naast de vier (4) primaire leveranciers wordt er ook een raamovereenkomst aangegaan met twee (2) secundaire leveranciers.Waterschap Rivierenland heeft het voornemen om een raamovereenkomst aan te gaan voor een periode van twee (2) jaar met de mogelijkheid om de overeenkomst tweemaal voor één (1) jaar onder gelijkblijvende voorwaarden te verlengen. De te sluiten raamovereenkomsten zullen worden gebaseerd op de contractvoorwaarden, die worden opgenomen in het programma van eisen bij deze leidraad.","Gaat deze aanbesteding over advies, simulaties en inhuur van expertise?",Task_3
68863,1,68863,"Europese Aanbesteding Makelaar/Broker, Managed Service Provider en ZZP Makelaar.","Tijdelijke Inhuur van specialisten via Makelaar/Broker constructie, een Managed Service Provider en een ZZP Makelaar. Waarbij de Makelaar/Broker zich richt op de ICT en technische functies. De Managed Service Provider richt zich op de overige functies. De ZZP Makelaar zal in concurrentie met de Makelaar/Broker en Managed Service Provider over alle functies worden ingezet. Voor de ICT en Techische functies worden zowel de Makelaar/Broker als de ZZP Makelaaris als second tier worden ingezet. Op de overige functies worden zowel de Managed Service Provider als de ZZP Makelaar tegelijkertijd ingezet worden met de huidige voorkeursleveranciers(met uitzondering van huidige contactuele verplichtingen).",Hoe specialisten inhuren via verschillende typen bemiddelaars voor diverse functies?,Task_1
60080,1,60080,Onderhoud elektrotechnische installaties,Gemeente Stichtse Vecht is voornemens preventief en correctief onderhoud van elektrotechnische installaties (e-installaties) van de gemeentelijke vastgoedobjecten in te kopen. Het doel van deze niet-openbare Europese aanbesteding is te komen tot een raamovereenkomst met één opdrachtnemer. Deze opdracht wordt gegund aan de inschrijver die de economische meest voordelige inschrijving met de beste prijs-kwaliteit heeft uitgebracht.,Aanbesteding onderhoud elektrotechnische installaties vastgoed raamovereenkomst prijs-kwaliteit,Task_2
38753,1,38753,Projectdirecteur Maankwartier.,Projectdirecteur Maankwartier.,Aanbestedingen voor managers van grootschalige stedelijke ontwikkeling zijn schaars.,Task_3
29054,1,29054,ARBO dienstverlening tbv SWB Midden Twente,"SWB groep is binnen deze aanbestedingsprocedure op zoek naar een arbodienstverlener die de organisatie kan bijstaan bij de verzuimbegeleiding, re-integratie, preventie en de ontwikkeling naar duurzame inzetbaarheid van medewerkers waarbij gehandeld wordt in lijn met de geldende wet- en regelgeving.","Welke aanbestedingen zoeken een arbodienst voor verzuim, preventie en duurzame inzetbaarheid?",Task_1
27430,1,27430,"Aankoop, ontwikkeling en onderhoud van HR software voor de Vlaamse Gemeenschapscommissie","Aankoop, ontwikkeling en onderhoud van een softwaresysteem dat het mogelijk maakt om van een operationeel naar een strategisch human resources management te evolueren.",Softwaresysteem voor evolutie naar strategisch human resources management?,Task_2
124273,1,124273,"EA op-, overslag en afvoer GFT en restafval regio Noord-Veluwe.","Opdrachtgever wenst per perceel een overeenkomst af te sluiten voor de op-/overslag en afvoer van gft- en restafval. Perceel 1 betreft regio Noord (gemeenten Elburg en Oldebroek), perceel 2 betreft regio Zuid (gemeenten Ermelo, Harderwijk, Nunspeet en Putten).",Afvalinzameling van gft en restafval is verdeeld over regio's.,Task_3
52803,1,52803,Applicatiebeheerder Sociaal Domein (tijdelijk),"Uden investeert in mensen, arbeidsplaatsen en voorzieningen. Uden bouwt aan de toekomst en bied een bruisend horeca- en winkelcentrum, hoogwaardige industrie, sport, cultuur en werkgelegenheid. Kortom een betaalbare, duurzame, sociale en gastvrije gemeente. De klant als centraal vertrekpunt is kenmerkend voor onze organisatie. Wij zijn daarin ambitieus, ondernemend, resultaatgericht, lerend en gericht op samenwerking. De gemeente Uden heeft tijdelijk ruimte voor een enthousiaste kandidaat voor de functie van Applicatiebeheerder Sociaal Domein (tijdelijk, 16 uur, dagen en tijden in overleg) De afdeling Maatschappelijke dienstverlening bestaat uit de 3 teams: Beleid, Maatschappelijke dienstverlening en Ondersteuning. De tijdelijke Applicatiebeheerder Sociaal Domein valt rechtstreeks onder de teamleider Ondersteuning. Functie-inhoud: Het voeren van het applicatiebeheer binnen het sociale domein wat inhoudt:•Adviseren en zorgen voor de inrichting van geautomatiseerde systemen in relatie tot de werkpro-cessen, wet en regelgeving en gemeentelijk beleid; • Zorgen voor en bewaken van een juist en optimaal gebruik van de applicaties binnen de afdeling Sociale Zaken; • Het bewaken en beheren van autorisaties en databestanden; • Het adviseren van het management bij de aanschaf van nieuwe software of gewijzigde systeemonderdelen c.g. modules ten behoeve van de afdeling Maatschappelijke dienstverlening en het testen hiervan; • Analyseren, interpreteren van en adviseren over mogelijke risico’s en verbeteringen in de bedrijfs-voering, de consequenties van noodzakelijke systeemaanpassingen alsmede aanpassingen in werk-processen bij nieuwe regelgeving, wetswijzigingen, verandering van werkwijze, beleid en/of her-inrichting organisatie; • Controle op en bewaking van de samenhang tussen geautomatiseerde systemen, werkprocessen en administratieve organisatie ten einde knelpunten en risico’s in de bedrijfsvoering te voorkomen dan wel op te lossen; • Het geven van werkinstructies en scholing aan medewerkers; • Het signaleren van en adviseren over gebruikerswensen en in functionaliteit in de geautomatiseerde systemen; • Aanspreekpunt en contactpersoon automatisering. Zowel intern als naar leveranciers en derden; • Deelname aan project-en werkgroepen (zowel intern als afdelingsoverstijgend) evenals regionale en interregionale werkgroepen; • Draagt zorg voor gegevensuitwisseling en het verstrekken van managementinformatie; • Voorziet bestuur, management en externen (o.a. CBS en Ministerie van SZW) informatie en adviseert over hun informatiebehoefte. De kandidaat aan wie de opdracht voorlopig wordt gegund, dient voor definitieve gunning een actuele Uniform Europees Aanbestedingsdocument (voorheen Eigen Verklaring) te overleggen. Wordt deze niet, of niet tijdig overlegd, dan gaan wij over tot gunning aan de tweede kandidaat in rang.",Zoek aanbestedingen voor applicatiebeheer in het maatschappelijk domein,Task_1
111894,1,111894,"Bergen, stallen en transporteren en aanverwante diensten","De Politie maakt gebruik van de dienst Bergen, stallen en transporteren van allerlei voer- en vaartuigen voor diverse doeleinden.Het voorliggende document bevat alle informatie over de marktconsultatie van het Bergen, stallen en transporteren voor de Politie die wordt uitgevoerd door de Dienst verwerving van de Politie. Daarnaast word in dit document beschreven waarom de Politie de marktconsultatie organiseert, en op welke wijze de geïnteresseerde partijen deel kunnen nemen aan de marktconsultatie.",Waarom organiseert Politie marktconsultatie materieeltransport en hoe deelnemen?,Task_2
37366,1,37366,4300057865 ketenlogistieke opleider.,4300057865 ketenlogistieke opleider.,Welke aanbestedingen bevestigen de vraag naar ketenlogistieke opleidingsdiensten?,Task_3
120764,1,120764,Nieuwbouw van een vrijstaand gebouw voor dienstverlenende en adminstratieve functies.,Lot 4: Liften voor bouwen van een nieuwbouw voor dienstverlening van geestelijke gezondheid en bijhorende administratie.,Aanbestedingen voor liften in nieuwe faciliteiten voor geestelijke gezondheidszorg,Task_1
18487,1,18487,Europese openbare aanbesteding school- en kantoormeubilair.,"De aanbesteding heeft tot doel 1 of meerdere opdrachtnemers te contracteren die:— studenten- en kantoormeubilair kunnen leveren, monteren, plaatsen en onderhouden op de locaties van het Nova College.","Zoek aanbestedingen voor levering, montage en onderhoud van studenten- en kantoormeubilair.",Task_2
123123,1,123123,Schoonmaakdienstverlening en glasbewassing.,Schoonbmaakdiensteverlening en glasbewassing.,Zoek aanbestedingen betreffende schoonmaakdiensten en reiniging van ramen,Task_3
53620,1,53620,Het leveren van GTL brandstof.,Het leveren van GTL brandstof.,Zoek aanbestedingen voor de levering van alternatieve brandstof.,Task_1
81509,1,81509,Raamovereenkomst Ingenieursdiensten t.b.v. HWBP van Waterschap Limburg,"Deze aanbesteding betreft de dienstverlening die voor het Hoogwaterbeschermingsprogramma (HWBP) van Waterschap Limburg (WL) benodigd zijn voor het succesvol doorlopen van (voor)verkenningen, planuitwerkingsfases (Projectbesluit Omgevingswet), het voorbereiden en begeleiden van de realisatie tot en met het opleveren en overdragen en de nazorgfase van de diverse projecten voor het programma. Maximale waarde € 100 miljoen euro gedurende de gehele looptijd incl. verlengingen.",Aanbesteding projectmanagement waterveiligheid: van verkenning tot nazorgfase,Task_2
33313,1,33313,Bancaire Diensten,"Belastingsamenwerking West-Brabant wil komen tot een overeenkomst met één partij voor bancaire diensten waaronder crediteur-, debiteur-, salarisbetalingen, schatkistbankieren, en betalingsverkeer voor inkomende betalingen van en restituties aan belastingplichtigen",Overheidsaanbestedingen bancaire diensten voor betalingen aan en van belastingplichtigen.,Task_3
14890,1,14890,"2021/HFB/OP/81244 - Raamovereenkomst voor het leveren van vleeswaren, vegetarische en veganistische voedingsproducten.","Raamovereenkomst voor het leveren van vleeswaren, vegetarische en veganistische voedingsproducten.","Aanbestedingen voor levering van vlees, vegetarische en veganistische producten.",Task_1
70244,1,70244,Openbare procedure voor het inzamelen van papier-karton afkomstig van huishoudelijk gebruik,De opdracht betreft de inzameling van papier-karton afkomstig van huishoudelijk gebruik in de gemeenten opgenomen in de opdracht.Deze opdracht (één perceel) omvat meer bepaald:• De inzameling huis-aan-huis;• Het transport naar het sorteercentrum van de verwerver of het door deze laatste voorgestelde overslagstation.,Hoe werkt de inzameling en verwerking van huishoudelijk oud papier?,Task_2
134641,1,134641,Aankoop van een monoplane angiografiezaal en een vaste conebeam-CT,Aankoop van een monoplane angiografiezaal en een vaste conebeam-CT,Wordt er geïnvesteerd in nieuwe diagnostische apparatuur?,Task_3
12631,1,12631,EA246 - Stichting Lezen en Schrijven: EA Technische ontwikkeling en beheer websites en social media.,"Deze Europese aanbesteding heeft als doel het sluiten van een Raamovereenkomst met vier leveranciers, die in staat zijn om te voorzien in de gevraagde dienstverlening met betrekking tot het ontwikkelen en beheren van de websites en Social Media voor het programma Taal voor het Leven. Het betreft hier mobiele websites, de vaste corporate site, actiesites en de effectieve integratie met sociale media als bijvoorbeeld Linked-in, Facebook, Twitter.",Wie kan helpen met ontwikkeling en beheer van digitale platforms en sociale media?,Task_1
106109,1,106109,Functioneel beheerder / redacteur van de website Zorginzicht,Voor de tijdelijke vervanging van een zieke medewerker zoekt Zorginstituut Nederland een Functioneel beheerder/Redacteur voor een (SharePoint-)website (Zorginzicht.nl) in de periode begin januari tot en met 31 maart 2018 voor gemiddeld 36 uren per week.,Tijdelijke invulling functioneel beheerder redacteur online platform,Task_2
120254,1,120254,"Leveren van technische en administratieve bijstand voor het opmaken van ontwerp- of aanbestedingsprojecten - Perceel 1: Bouwkunde, Perceel 2: Elektromechanika.","Onderhavige dienstenopdracht heeft tot doel het leveren van technische en administratieve bijstand voor het opmaken van gedeeltelijke en/of volledige ontwerp- of aanbestedingsdossiers van verschillende infrastructuurprojecten van de afdeling Zeekanaal (resp. Bovenschelde of Zeeschelde) van Waterwegen en Zeekanaal NV. Deze projecten kunnen van diverse aard zijn:1. bouwkundig (waterbouwkundig, wegenis, riolering, kunstwerken, staalbouw,2. Elektromechanisch (elektromechanika, automatisering ...).De te gunnen dienstenopdracht omvat daarom twee percelen, volgens specialiteit:Perceel 1 Bouwkunde.Perceel 2 Elektromechanika.",Welke aanbestedingen verdelen diensten voor infrastructuurhulp per specialiteit?,Task_3
86766,1,86766,Gemeente Leusden - Levering veegmachine,"In de raadsvergadering van 3 oktober 2024 is besloten dat de gemeente Leusden een deel van het onderhoud aan de openbare ruimte weer zelf gaat uitvoeren in plaats van uitbesteden. De huidige werkwijze voor het onderhoud aan de openbare ruimte blijkt namelijk inefficiënt om het vastgestelde
kwaliteitsniveau te behalen. Om werkzaamheden weer in eigen beheer te gaan uitvoeren is de aanschaf van verschillende machines noodzakelijk. Deze aanbesteding betreft de levering van een veegmachine. De insteek is dat de gemeente vanaf 1 april 2025 over de verschillende machines, waaronder de veegmachine, kan beschikken om de werkzaamheden zelf uit te voeren. De Aanbestedende dienst wenst een Overeenkomst af te sluiten met één (1) professionele en betrouwbare Ondernemer ten behoeve van de uitvoering van de Levering.",Veegmachine nodig voor zelfstandig onderhoud openbare ruimte,Task_1
27120,1,27120,"Raamovereenkomst in verband met levering, installatie, systeemintegratie en onderhoud van server- en storage-infrastructuur voor het provinciebestuur Vlaams-Brabant.","Raamovereenkomst in verband met levering, installatie, systeemintegratie en onderhoud van server- en storage-infrastructuur voor het provinciebestuur Vlaams-Brabant.","Aanbesteding levering, installatie, integratie en onderhoud IT-infrastructuur overheid",Task_2
59250,1,59250,Heraanleg Turnhoutsepoort.,"Doel van de aanneming:Het heraanleggen van de Turnhoutsepoort:— ten laste van AWV Antwerpen:— Noordersingel tussen kruispunt N116 en kruispunt N12,— N116 tussen Noordersingel en kruispunt Collegelaan,— N12 tussen Grapheusstraat (parking Rivierenhof) en Noordersingel,— oprit E313/E34,— aanleg gedeelte tramsporen intramuros,— ten laste van stad Antwerpen:— het gedeelte „intra muros” van Turnhoutsebaan (vanaf Singel tot kruispunt Stenenbrug),— aanleg groen extramuros,— aanleg voetpaden extramuros,— ten laste van RIO-LINK:— aanleg riolering intramuros,— ten laste van De Lijn:— opbraak tramsporen (en bovenleidingen) extramuros,— aanleg tramsporen (en bovenleidingen) brug Turnhoutsebaan extramuros,— opbraak tramsporen (en bovenleidingen) intramuros,— aanleg gedeelte tramsporen (en bovenleidingen) intramuros.Beschrijving der werken:De aanneming omvat hoofdzakelijk:— topografische verrichtingen en opmaken van uitvoeringstekeningen;— aanbrengen van signalisatie van verkeersomleidingen en werfsignalisatie;— opbraakwerken en grondwerken over de volledige breedte van het openbaar domein;— grondwerken in uitgraving en geschikt maken van het baanbed in uitgraving door menging met kalk in situ;— geschikt maken van uitgegraven bodem voor hergebruik: mengen met cement en/of kalk;— opbreken van bestaande rioleringen;— aanleggen van funderingen;— aanleggen van rijwegen in asfalt;— aanleggen van fietspadverharding in gekleurde asfalt;— aanleggen van voetpadverharding in betonstraatstenen;— aanleg parkeerstroken in kasseien;— aanleggen van kruispunten in asfalt en figuratiebeton;— vernieuwen waterdichting brug N12;— vernieuwen brugdekvoegen;— aanleggen van bushalten, busperrons en inritten in betonstraatstenen;— uitvoeren van allerhande lijnvormige elementen in cementbeton en prefabelementen;— aanleggen van een RWA-riolering en DWA-riolering;— opmaken van as-built plannen kunstwerken, wegenis, spoorwerken en riolering;— plaatsen en aansluiten van straatkolken;— aanpassen van de huistoegangen en huisinritten;— aanbrengen van markeringen;— spoorwerken;— leveren en plaatsen van straatmeubilair;— groenaanleg en groenonderhoud;— het onderhoud van de werken gedurende de waarborgperiode.",Een grootstedelijk herinrichtingsproject omvat doorgaans geen spoorwerken.,Task_3
2692,1,2692,Contractcatering Opvangvoorzieningen,"Het COA heeft op alle dagen behoefte aan contractcatering ten behoeve van de bewoners op locaties. De leveringen en diensten kunnen van toepassing zijn op alle locaties van het COA én op die noodopvanglocaties waar bewoners niet zelfstandig een warme maaltijd kunnen bereiden. Op de locaties waar de bewoners normaliter zelf in hun maaltijden voorzien kan altijd sprake zijn van quarantaine of ‘time outs’ waardoor een bewoner dat tijdelijk niet kan. Naast de levering is er behoefte aan de distributie van de maaltijden. Hierbij is het principe van ‘ontkoppeld koken’ van toepassing, waarbij de opdrachtnemer, afhankelijk van de voorzieningen op de betreffende locatie, de geleverde maaltijden eerst opwarmt en dan serveert, danwel koud verstrekt. Zie voor meer informatie het Beschrijvend document.",Zoek aanbestedingen maaltijdvoorziening en distributie opvanglocaties bij onvermogen zelf te koken.,Task_1
